ENSG00000101670,TChol
ENSG00000106633,TChol
ENSG00000125844,TChol
ENSG00000131482,TChol
ENSG00000132855,TChol
ENSG00000138075,TChol
ENSG00000145850,TChol
ENSG00000146830,TChol
ENSG00000154262,TChol
ENSG00000163631,TChol
ENSG00000165029,TChol
ENSG00000166035,TChol
ENSG00000168769,TChol
ENSG00000213398,TChol
ENSG00000244734,TChol
ENSG00000143921,TChol
ENSG00000171456,TChol
ENSG00000183087,TChol
ENSG00000012504,TChol
ENSG00000141505,TChol
ENSG00000137145,TChol
ENSG00000110245,TG
ENSG00000132855,TG
ENSG00000025434,TG
ENSG00000060566,TG
ENSG00000084674,TG
ENSG00000110243,TG
ENSG00000123739,TG
ENSG00000130173,TG
ENSG00000131482,TG
ENSG00000132170,TG
ENSG00000145850,TG
ENSG00000152270,TG
ENSG00000166035,TG
ENSG00000166819,TG
ENSG00000167772,TG
ENSG00000171105,TG
ENSG00000175445,TG
ENSG00000178445,TG
ENSG00000213398,TG
ENSG00000213996,TG
ENSG00000084734,TG
ENSG00000183087,TG
ENSG00000108551,TG
ENSG00000181499,TG
ENSG00000133895,Urolith
ENSG00000136235,Urolith
ENSG00000198569,Urolith
ENSG00000125257,Urolith
ENSG00000021488,Urolith
ENSG00000092421,Urolith
ENSG00000118762,Urolith
ENSG00000103335,VaricVeins
ENSG00000115902,VaricVeins
ENSG00000008710,VTE
ENSG00000115718,VTE
ENSG00000117601,VTE
ENSG00000184500,VTE
ENSG00000139618,VTE
ENSG00000170836,VTE
ENSG00000196866,VTE
ENSG00000008710,WHRBMI
ENSG00000079999,WHRBMI
ENSG00000080573,WHRBMI
ENSG00000085491,WHRBMI
ENSG00000092978,WHRBMI
ENSG00000132763,WHRBMI
ENSG00000139269,WHRBMI
ENSG00000142687,WHRBMI
ENSG00000165029,WHRBMI
ENSG00000166819,WHRBMI
ENSG00000171105,WHRBMI
ENSG00000101745,WHRBMI
ENSG00000103335,WHRBMI
ENSG00000005810,WHRBMI
ENSG00000152270,WHRBMI
ENSG00000180488,WHRBMI
ENSG00000163866,WHRBMI
ENSG00000166603,WHRBMI
ENSG00000204006,WHRBMI
ENSG00000110442,WHRBMI
